system,dt_ps,n_replicas,frames_min,frames_max,binding_frac_mean,binding_frac_ci_lo,binding_frac_ci_hi,tau_ps_mean,tau_ps_ci_lo,tau_ps_ci_hi,analytes_used,analytes_total
SYS_013,9.95813292638239,3,1000,1000,0.8988005684402579,0.570941787013421,0.9428005729621706,7527.312580226662,3823.1286020881557,8117.111631295778,10,10
SYS_014,9.987842302273167,3,1000,1000,0.6245759770388551,0.575554948399831,0.9723687828457033,3868.3983830974194,357.16824391216187,8745.692017905785,10,10
SYS_015,9.998655436229543,3,1000,1000,0.19238495418417983,0.0,0.8587288293599045,7731.7905816826205,4607.138663863427,8203.345138086423,10,10
SYS_016,10.044198247839496,3,1000,1000,0.6989169079890172,0.4145461015357077,0.712572437130746,3944.417010480933,1532.0006113694517,4770.6081703370855,10,10
SYS_017,10.003256863036823,3,1000,1000,0.735340186215722,0.6510436787800228,0.8257246024349301,9594.865825587889,5766.17988846556,14259.45675020658,10,10
SYS_018,10.024568487775577,3,1000,1000,0.7544354422235805,0.4826774624313393,0.9190823825754034,5501.160294253623,2254.4926435227744,9638.851478811093,10,10
SYS_019,9.987517610036521,3,1000,1000,0.9568854289680804,0.6868742746956812,0.9673691371547061,4985.537202463686,4806.715302355211,9282.254110118944,10,10
SYS_020,9.970376405839575,3,1000,1000,0.7379651178936469,0.46768635117584273,0.8717928248749439,3705.202904376435,83.83569997341374,6367.376289511271,10,10
SYS_021,9.97587208094419,3,1000,1000,0.4222296937196235,0.38982783725763853,0.8025777459082128,6004.884730501046,5848.511259148881,6978.507665497322,10,10
SYS_022,9.981869348386606,3,1000,1000,0.6477272123526472,0.23372701374098964,1.0,1222.4301909369335,0.0,5134.079265038387,10,10
SYS_023,10.053211743310879,3,1000,1000,0.07053682073720022,0.0,0.827370460167657,6612.211498999275,2851.5268319109978,7123.215514095572,10,10
SYS_024,9.979465333019391,3,1000,1000,0.38452824055417195,0.1354015999629964,0.7771271712516755,6161.414823411289,113.80709331243906,6526.635700054037,10,10
SYS_025,10.020962230093408,3,1000,1000,0.7967723909297154,0.4429939323843863,0.9979295048984845,3383.320064098924,422.4004042290244,7003.112309902515,10,10
SYS_026,9.977426820547825,3,1000,1000,0.789430694864902,0.1846390533231368,1.0,8463.982748723194,5321.67197986827,10455.835961125327,10,10
SYS_027,10.023289325321857,3,1000,1000,0.3958043000607211,0.0,0.8924394265525142,9039.772047870989,2307.2730247844,13706.008605083962,10,10
SYS_028,10.009623774152647,3,1000,1000,0.6395676147781667,0.4133275586926809,0.9722874231914542,6363.1591074384005,4359.184001290868,7377.375016781976,10,10
SYS_029,9.996084052558547,3,1000,1000,0.1860645402124537,0.0,0.7458191781528888,6167.036820991119,3825.1392790651994,6734.0282032278665,10,10
SYS_030,9.998980936846614,3,1000,1000,0.8145615759098573,0.8022360438462642,0.8828947108505758,6620.865116190222,567.7641310114959,13241.730232380443,10,10
SYS_031,9.983630307614265,3,1000,1000,0.26784049578044733,0.0,0.7669975513087363,6871.616233082757,3558.2868796375783,9782.364893863241,10,10
SYS_032,10.011151805037052,3,1000,1000,0.472019418085136,0.34939052179326113,0.9585895473739563,4298.191040530163,1418.9449031515728,4443.34492773473,10,10
SYS_033,9.98862541299148,3,1000,1000,0.03839816824629723,0.0,0.91874610307625,6178.311796722979,5757.24881986524,8785.637859986307,10,10
SYS_034,9.969359855905818,3,1000,1000,0.48500635498193717,0.41756520501081995,0.7561637123683141,4887.846866245858,3752.456863235654,7925.262087642734,10,10
SYS_035,9.96805156064201,3,1000,1000,0.6733487823230757,0.5092843955046903,0.9324129776345849,1960.5652604527813,0.0,8547.785704891332,10,10
SYS_036,10.004314697943054,3,1000,1000,0.733051904528402,0.5085357408320835,0.8598776360862873,8795.797376835868,5498.990450527465,8924.391971549736,10,10
SYS_037,10.03947728141026,3,1000,1000,0.533932810793408,0.18849494184523968,0.8578723929870323,6413.78646895386,3644.554754774073,9349.559280120995,10,10
SYS_038,10.003999790339336,3,1000,1000,0.8400226320584346,0.5500328081196075,0.937950324948581,4162.3890768963865,1570.7616507715438,8961.209184694468,10,10
SYS_039,9.997034041847252,3,1000,1000,0.8553400635361834,0.8011573999807768,0.9181276142551028,4682.316395439586,4355.097090451561,7323.986999943589,10,10
SYS_040,10.007145653490063,3,1000,1000,0.4338126302412757,0.17509245072627067,1.0,7022.503040356709,6201.067098452798,8344.978844078141,10,10
SYS_041,10.03265004354267,3,1000,1000,0.8942147362647294,0.62755503203069,0.9750101675274835,6143.806817192266,2929.7530979479943,7143.365060989622,10,10
SYS_042,10.005484562534097,3,1000,1000,0.8540406159237369,0.713230200960648,0.8949398100297791,8221.23186656492,3279.6646606641607,10889.111990085097,10,10
SYS_043,9.989726819229157,3,1000,1000,0.7700799218098772,0.7540921913839203,0.8026658650072,4530.502711236908,3974.9202308401173,8844.341750581694,10,10
SYS_044,10.027657217751496,3,1000,1000,0.7153079196590065,0.3125090277341785,0.7166084886287678,6604.947445000635,1861.1833402136544,7466.154498568543,10,10
SYS_045,10.01071891096154,3,1000,1000,0.718074388086682,0.6815054191794637,0.9536445086384733,3344.494616711051,2810.8064776368465,5643.9251860872155,10,10
SYS_046,10.0383938997999,3,1000,1000,0.7376926124203188,0.5997658911765456,0.8533415620157447,4270.716467163489,4269.769533948169,6940.313054805297,10,10
SYS_047,10.004580860930547,3,1000,1000,0.7802742893823676,0.49075049883702143,0.8341824920055736,4571.53116960147,3604.0026563427127,5304.015349932911,10,10
SYS_048,9.969388274206988,3,1000,1000,0.8212817628415866,0.555353125010317,0.8256514420473469,3659.621308220843,3294.7313188669787,8549.637320971928,10,10
SYS_049,9.965796020018859,3,1000,1000,0.9401296869743825,0.17593331592531558,0.9642852186179286,6814.088570933665,1417.114406871773,9468.338029618606,10,10
SYS_050,10.041273198305781,3,1000,1000,0.5655886323692333,0.45976121604508147,0.9873609813483487,6584.480625453774,5278.922626623982,8440.027039706018,10,10
SYS_051,10.043091643019583,3,1000,1000,1.0,0.5037438772375767,1.0,4233.6847083101975,2117.853364032567,8466.140708899477,10,10
SYS_052,9.995512019667935,3,1000,1000,0.906015723792847,0.6977742112857065,0.9064191328323096,2736.47201273456,2564.540562008325,3977.5303049272984,10,10
SYS_053,9.9904203169716,3,1000,1000,0.8730686677669844,0.7661666210906098,0.9126346214954065,8402.270293251011,4669.4987436668625,11211.071669074743,10,10
SYS_054,10.036536107306055,3,1000,1000,0.7631462360087542,0.7416401173938806,1.0,7084.876980786449,6001.712737082564,10794.773247445379,10,10
SYS_055,9.972323857948913,3,1000,1000,0.8958088984833893,0.6191924049945886,1.0,1936.4443216226407,804.0455974907568,6902.382667044938,10,10
SYS_056,9.977631824526105,3,1000,1000,0.6226730906422734,0.36020895036067047,0.7510568577532539,6030.148233493244,3808.959395772268,6412.981184327099,10,10
SYS_057,10.016083169867226,3,1000,1000,0.7187276952674568,0.26064437241923505,0.8218170709375089,3805.6707205084194,1247.714588162336,3917.5599259671017,10,10
SYS_058,9.990134871928511,3,1000,1000,0.7874666077563942,0.7592041054200178,1.0,5200.484181378928,865.7035690629818,7275.922511303621,10,10
SYS_059,9.999871953331999,3,1000,1000,0.8379656377736978,0.45777189450471256,0.970862330463802,4415.225277957765,3483.6816351405296,8536.209801297004,10,10
SYS_060,9.995913927536888,3,1000,1000,0.7971210383283086,0.09984594985279804,0.8601848094805765,8003.037532834197,4001.715859209861,8822.539370525887,10,10
SYS_061,10.008439363719974,3,1000,1000,0.8287100509393792,0.714989740801289,0.9120137829772924,4779.603947984352,3903.66918949672,8896.202178341924,10,10
SYS_062,10.035187046532842,3,1000,1000,0.20387749100973124,0.0,0.879910415846229,2991.4004067226606,1890.6162519534892,3950.771581585281,10,10
SYS_063,10.002264622672543,3,1000,1000,0.8974684206108683,0.6670616465347309,0.9141632869226413,4167.404113258601,3715.810297062559,4985.788065701453,10,10
SYS_064,10.016098469831922,3,1000,1000,0.9219034798972287,0.7992559552214467,1.0,4701.385451430291,623.7546274798456,8711.92604745939,10,10
SYS_065,9.948745697474225,3,1000,1000,0.627501665333874,0.4178917842301798,0.9327416096930408,2320.9913601412454,0.0,9949.058164057764,10,10
SYS_066,9.998782039951747,3,1000,1000,0.7091572161101789,0.3760691056043288,0.8891920408188225,1831.6134352992644,0.0,9994.21969453451,10,10
SYS_067,9.978919243242679,3,1000,1000,0.8236033684340578,0.7099737467889293,1.0,1639.7320162055198,0.0,5435.059052079004,10,10
SYS_068,9.96952967348941,3,1000,1000,0.5604410824224944,0.30449772590025415,0.8841724024276258,6055.910855877064,637.3007048538202,10004.485947365149,10,10
SYS_069,9.978046190826781,3,1000,1000,0.9495973352396608,0.3371167223342909,1.0,6508.796933397419,2357.97900061203,8392.076611608896,10,10
SYS_070,9.99164691398248,3,1000,1000,0.7636612809528948,0.4668873529509413,1.0,6595.175867494834,5274.243974412482,7828.518295097739,10,10
SYS_071,10.0228975635589,3,1000,1000,0.34421565205604593,0.0,0.9223682926231143,7717.459862604162,2802.336285168898,8066.1080736651975,10,10
SYS_072,9.966840182056512,3,1000,1000,0.8468557547790393,0.7870645927978754,0.8655476842394559,1355.0531954168443,0.0,6992.034925954479,10,10
SYS_073,10.00076578731486,3,1000,1000,0.7655120011235763,0.6863040817320081,0.786049960896938,5045.62698807557,3286.301490827883,9686.375523036857,10,10
SYS_074,9.98789576416666,3,1000,1000,0.7135889427727482,0.5950951146412106,0.9781725817716175,7174.445864566912,6385.4871331680915,9694.000022811584,10,10
SYS_075,9.991808172640951,3,1000,1000,0.7270562911898615,0.6103430860252145,0.7647174965254262,5595.227535233074,1956.1633565699703,8167.283339670529,10,10
SYS_076,10.025068945632615,3,1000,1000,0.6601644135381388,0.2690870360114377,0.8689155371445751,6422.370196777841,828.2462503720553,8604.63147516877,10,10
SYS_077,10.013452885925098,3,1000,1000,0.7342437961084594,0.7036726130766476,0.8940952523998572,3474.8741336641515,1325.2168891698093,5900.6526275971155,10,10
SYS_078,10.033434952686068,3,1000,1000,0.6940754275953136,0.5561000298662335,0.8347105988532532,6885.259428665064,0.0,7010.223895776974,10,10
SYS_079,9.996137358018753,2,1000,1000,0.7380279145055196,0.6206313099711315,0.7391670082715669,2999.65413269258,2243.4341805388976,5874.64861121803,10,10
SYS_080,9.982601434708233,3,1000,1000,0.8277174721290014,0.4378498348722377,0.8619101866723116,6870.650505142723,6399.1951699780575,7590.849585243092,10,10
SYS_081,9.994403529577987,3,1000,1000,0.597358742161891,0.5249756369577698,0.7602790188886347,4230.762426229585,1066.5633694521302,9953.008641929733,10,10
SYS_082,10.006062419781781,3,1000,1000,0.812022741832413,0.5481147591368835,1.0,7042.950351989838,1654.461337640585,7099.334347863197,10,10
SYS_083,10.004414333961343,3,1000,1000,0.8667895236462221,0.5785689452832313,1.0,1268.1194242518056,0.0,3761.5091937602283,10,10
SYS_084,9.972890298194166,3,1000,1000,0.765012919991592,0.7519214175881911,0.8934271938103409,7048.020677180932,4847.000349058343,7464.386231426175,10,10
SYS_085,10.002262244540697,3,1000,1000,0.44676225264622876,0.0775611696897146,0.8070726368925952,6679.372775343236,3850.8658301672504,7127.649448633093,10,10
SYS_086,10.005705708253473,3,1000,1000,0.5501975958659875,0.28856853135015414,0.8778549149859814,1303.8316567515235,0.0,1631.1024668415362,10,10
SYS_087,10.062936850938348,3,1000,1000,0.2359087827089541,0.0,0.9489136330572233,1272.233050890434,0.0,5735.257563292311,10,10
SYS_088,10.046921115282041,3,1000,1000,0.8972952939555823,0.6982767671500393,0.9278206815234857,3824.1655963504454,0.0,9649.278101695953,10,10
SYS_089,9.97866891623603,3,1000,1000,0.8211585646796495,0.5490171833427822,0.9664560442818496,5795.038992847135,253.82518114449158,8375.4165545547,10,10
SYS_090,9.992815415961271,3,1000,1000,0.9203655661551909,0.6304225000015817,0.9534658843436861,4703.732975951876,1964.102001268653,7897.512066375912,10,10
SYS_091,9.963413949954075,3,1000,1000,0.31802023755344166,0.015133583073940526,0.9717709798330117,2524.0263775554827,1741.2811688063427,8051.47597230352,10,10
SYS_092,9.985232324650912,3,1000,1000,0.7646270280765348,0.34520925737060804,1.0,6094.201631316888,5053.208768237027,6449.804727282152,10,10
SYS_093,10.007890125089759,3,1000,1000,0.3248562159192723,0.29497220619901615,0.9052633325706082,2162.9870022784253,277.67970222253143,3502.873089619927,10,10
SYS_094,10.030146340522206,3,1000,1000,0.6693248972421447,0.5310323150741636,0.6839502333419614,2257.862048140772,2081.3227446226374,8207.041376641277,10,10
SYS_095,9.98177290405641,3,1000,1000,0.7337328674621378,0.7205752807662755,0.9611961649062845,7004.7288696733285,6813.704107049061,9086.743649445138,10,10
SYS_096,9.983646338998305,3,1000,1000,0.7429191270374094,0.6985121805844187,0.9647242213598504,7655.461797244817,1312.4458253597759,7667.072536898238,10,10
SYS_097,9.946317774256533,3,1000,1000,0.5145057544778358,0.015622965711813652,0.9680137074347016,7511.962698806852,2264.2000848116095,9608.101401761844,10,10
SYS_098,9.995933351986377,3,1000,1000,0.45772260155115935,0.25497784508013044,0.510104197451382,7304.136356503183,334.6348552807294,7895.361291841959,10,10
SYS_099,9.97343963970351,3,1000,1000,0.20084593569664536,0.0,0.9013655824458164,6686.416222241086,397.9850825334224,7572.756168535418,10,10
SYS_100,9.986764014315849,3,1000,1000,0.7138985206174229,0.5090980855397957,0.9539474311601013,4294.328307154171,3346.7691700286377,8837.732089187773,10,10
SYS_101,9.978078480545811,3,1000,1000,0.6732537735531572,0.44391576690801143,0.6947697137234947,5077.176752538246,2928.3810035347033,6784.709438220322,10,10
SYS_102,9.997643436143687,3,1000,1000,0.831197503514161,0.5659249394188542,0.969907084606289,5583.5702924634825,3461.9558820744805,7571.499574694366,10,10
SYS_103,9.956056790216085,3,1000,1000,0.8229776857413443,0.7577499487916528,0.9764855759034519,9977.795983848062,6487.302985957327,12306.535237308108,10,10
SYS_104,9.963323868865226,3,1000,1000,0.9097811610101592,0.6344094739852069,0.9656691267710645,1752.5179055021863,0.0,9980.958905466661,10,10
SYS_105,10.053231177800708,3,1000,1000,0.7018982268553744,0.4485639864736254,0.8399400854530731,344.56803634124515,0.0,6599.747216940966,10,10
SYS_106,9.96781443546815,3,1000,1000,0.7847260556682145,0.6967710243573857,0.8230414837001632,5521.992649417172,4510.818183543331,7897.952986631693,10,10
SYS_107,9.972580360538634,2,1000,1000,0.9004153590340168,0.7289010011024809,1.0,601.036338077811,0.0,8241.051439635874,10,10
SYS_108,10.045922838208034,3,1000,1000,0.6386711838763489,0.5709528541338165,0.894189790818944,7078.585400111335,2732.7530811879933,7805.28090400588,10,10
SYS_109,10.07262667923101,3,1000,1000,0.10465350375101852,0.0,0.8880482234002259,4948.667438599476,70.80721269724563,8562.512084227734,10,10
SYS_110,9.970710834279366,3,1000,1000,0.7350122065736544,0.626046339461422,0.8005223149209507,3614.2209620899916,2501.0871043936077,6964.427946239551,10,10
SYS_111,9.990793776080299,3,1000,1000,0.413034260552838,0.2541801892659161,0.9130191275816216,465.8416370343899,0.0,6291.250376291185,10,10
SYS_112,10.008538888773513,3,1000,1000,0.9272885503878363,0.8525076190469982,0.9828527016330018,3610.514124605062,3532.160695507673,6652.143978470581,10,10
SYS_113,10.04321744111014,3,1000,1000,0.6675524094375719,0.6145012395332416,0.9667792819489185,8065.098584871077,3651.7472403407046,8248.090103311984,10,10
SYS_114,9.975328573039294,3,1000,1000,0.7509155078161027,0.6346434274872553,0.8617517671108098,6488.56963635806,6362.284090564766,8940.691650332448,10,10
SYS_115,9.993868053851447,3,1000,1000,0.808028066212096,0.6840814560602151,0.9224682587957737,7812.760072859966,4412.92498563705,8011.2238082958775,10,10
SYS_116,10.019433439401544,3,1000,1000,0.5809502126462687,0.1558642012270356,0.6780666139540329,1441.66668401278,0.0,8122.928104801647,10,10
SYS_117,10.010869151861666,3,1000,1000,0.013629979032761908,0.0,0.8707584562460109,7844.588189655393,2988.0455873646697,13332.80268926235,10,10
SYS_118,9.990596098219248,3,1000,1000,0.8534279715402019,0.7077432650522616,0.9969924891231323,4521.387166798394,3783.1431004499314,5346.286968263356,10,10
SYS_119,9.9966544258871,3,1000,1000,0.6929567704786226,0.3245115842441849,0.7605889135354915,5467.61950284871,2153.236499467931,7713.66310877811,10,10
SYS_120,9.96562760479075,3,1000,1000,0.7926676212369375,0.48781131487759555,0.8934226178194749,3692.813381353185,2188.248737194972,9009.130946248819,10,10
SYS_121,9.994045656400633,3,1000,1000,0.8244883944352465,0.621157182694857,0.9611024950345365,6658.791298158477,2350.5275908874837,9920.759787873882,10,10
SYS_122,9.993340312749776,3,1000,1000,0.8588986809857804,0.29794016259195744,0.9577260623984599,4667.559359463915,559.4813002201245,7245.580834857986,10,10
SYS_123,10.005804247240656,3,1000,1000,0.8675170751932999,0.7055925783221618,0.9032650021048924,3566.620937784259,2855.681954096051,7657.432968797773,10,10
SYS_124,9.986116819529524,3,1000,1000,0.6854173635888066,0.3410812548861169,0.7711088875273021,3218.061067025943,1609.0221320181556,8759.939922892661,10,10
SYS_125,10.01178846306363,3,1000,1000,0.44269299263046247,0.19770064198776838,0.5618041618287533,5344.527087078625,4696.753263524683,8148.362533887588,10,10
SYS_126,10.025317895445495,2,1000,1000,0.6686052123126037,0.02718322945556595,0.9689111918171078,3661.850748455285,1875.7057544142235,9790.520333628958,10,10
SYS_127,10.003885733191712,3,1000,1000,0.4092245544130149,0.1409292573166092,0.6870178017954475,7607.299959663896,5466.5526468693915,8656.876196122303,10,10
SYS_128,10.00879391020998,3,1000,1000,0.8584752667699007,0.4787794642210395,0.9032144203000848,6276.692868305593,5036.105419344843,6579.308516257909,10,10
SYS_129,10.001328883689446,3,1000,1000,0.8286629785261554,0.6612112343905757,1.0,5585.048399708162,5572.0493815393675,6902.825008930634,10,10
SYS_130,10.000002109827285,3,1000,1000,0.6180486825483966,0.5323164397752325,0.993945263294807,8741.812518787712,5188.348753282213,9401.38529766598,10,10
SYS_131,9.981961049161429,3,1000,1000,0.6664185130410417,0.2550834871309904,0.8533140347226612,5038.821255890585,494.30121774811414,10300.813233267263,10,10
SYS_132,10.007912356541834,2,1000,1000,0.5596275804950956,0.5009574519634129,0.8208564197941105,7158.161616264143,2857.6517289224075,7607.5967815423965,10,10
SYS_133,9.997567835039662,3,1000,1000,0.411164319238742,0.28639348380412666,0.6138219546363484,4750.440879330175,4649.8820128963935,8671.35696857879,10,10
SYS_134,10.052329207723265,3,1000,1000,0.7381071893284367,0.6916999873728266,0.755936890314568,8526.487909471676,2658.5391325191868,9397.571689819482,10,10
SYS_135,10.039333872561881,3,1000,1000,0.8471087573173274,0.7052718383718778,0.9965256397967767,8121.5699819404535,3391.569958758657,12105.33734490181,10,10
SYS_136,10.009646163813912,3,1000,1000,0.5771059808216511,0.5033484064979374,0.9405802988265727,7810.457131099984,7058.548400238373,10350.112081655618,10,10
SYS_137,9.98092356975763,3,1000,1000,0.8417306351313928,0.8197484777605778,0.8651254148270774,5358.454598157255,2820.9126947024943,10633.892040844468,10,10
SYS_138,9.972189713200414,3,1000,1000,0.8729006570401389,0.8445389007801931,0.954381127409302,7088.42931646209,6233.118947384854,8668.022203384742,10,10
SYS_139,10.029778573827222,3,1000,1000,0.729084673017182,0.6146838491793062,0.9148937386363318,7255.538883162679,3851.0392820349957,8711.81439526172,10,10
SYS_140,10.006568730628679,3,1000,1000,0.9508541870346343,0.5647618960729185,0.9687092387917621,80.70089914917553,0.0,7784.962830494202,10,10
SYS_141,10.01200358508479,3,1000,1000,0.8302898506659523,0.7819281431945172,1.0,2779.803157787256,849.3392585088172,5352.178550828074,10,10
SYS_142,9.956385350325645,3,1000,1000,0.8231783123645219,0.7100020277912793,0.867249996692571,4933.133941190704,1247.4986056638636,8236.227738485279,10,10
SYS_143,10.023185962038955,3,1000,1000,0.6203741716925493,0.2935941663076951,0.9942727978608803,4275.633537244367,1951.4983934103007,8304.676345071346,10,10
SYS_144,10.01136050845536,3,1000,1000,0.7468304458235364,0.24467718156828833,0.9878815537055975,6431.770484776068,5227.437136687831,8244.420598413803,10,10
SYS_145,9.972239232889638,3,1000,1000,0.634522576396739,0.5049662505604255,0.6516757967145652,315.9874737409691,0.0,8810.948310740183,10,10
SYS_146,9.98821187981375,3,1000,1000,0.7103855090514295,0.302730419363617,0.9596582514409258,3241.7907012602686,1097.7238791038367,6340.80257416958,10,10
SYS_147,10.006592930108914,3,1000,1000,0.5495283467242619,0.4434559498320968,0.7811091825468595,7047.463167028749,4688.157968021271,11954.648056639511,10,10
SYS_148,10.001311669958906,3,1000,1000,0.8234001807736328,0.4533074355242204,0.8901117278266653,5818.827534891119,3568.814867624632,7664.549552059651,10,10
SYS_149,9.992695720354911,3,1000,1000,0.7621872072791517,0.5666263287476809,0.8289859704092455,5192.7745933858005,181.10278872619438,7477.998694053485,10,10
SYS_150,9.99741279329835,3,1000,1000,0.9799429078108169,0.5410926406076798,1.0,1559.430968394389,0.0,7192.904970362821,10,10
SYS_151,9.993700565544827,3,1000,1000,0.39113152396963174,0.0965995652142359,0.8276491990996336,8192.907879132914,6656.511047090409,9083.940125274454,10,10
SYS_152,10.003814062802562,3,1000,1000,0.7769279235544337,0.7203653172302079,1.0,614.4269482121932,0.0,5400.461816422077,10,10
SYS_153,10.036787299324828,3,1000,1000,0.8378422683552181,0.3793426771077163,0.9444414332100659,5055.736154853177,3827.506845078271,9758.26499428235,10,10
SYS_154,9.935833538976718,3,1000,1000,0.7374594326289516,0.7244214898541875,1.0,5490.567495555289,3014.711053965058,9610.21185547774,10,10
SYS_155,9.994078743387258,3,1000,1000,0.046799352269392046,0.0,0.05308375119129599,6069.260091098084,2026.8906076121502,8447.086909227835,10,10
SYS_156,10.004412810534312,3,1000,1000,0.10756451670776424,0.0,0.9649667036336318,4098.373067058875,0.0,6074.031951425553,10,10
SYS_157,10.007399849742178,3,1000,1000,1.0,0.7430627371107364,1.0,3337.735241494717,1726.6783209128753,5949.132666762888,10,10
SYS_158,9.990702135466968,3,1000,1000,0.6498756671797632,0.31569311348968776,0.8620227617410612,6087.8347034041535,548.8577068220284,8280.732045728695,10,10
SYS_159,9.956081955438036,3,1000,1000,0.8180823261968768,0.5483720382781324,0.9498984492607337,2837.65426779309,0.0,3232.7041932934067,10,10
SYS_160,10.008199887092852,3,1000,1000,0.7685761192685789,0.7598000320524106,0.933798680248126,7012.906395283542,2000.1547913628538,9108.358313388666,10,10
SYS_161,10.043183755354105,3,1000,1000,0.7015254796855033,0.5939909559456309,0.8145681282518477,4075.539805583305,2520.053873541804,4736.237847036366,10,10
SYS_162,9.961653464877097,3,1000,1000,0.9223257421328007,0.8784035935440201,0.9340147307001935,6014.265450644573,2232.1595453836444,6241.240625369589,10,10
SYS_163,10.021595700342454,3,1000,1000,0.6795089296516749,0.18918327643489874,0.9545570534299896,621.2613251047301,0.0,6181.244154018028,10,10
SYS_164,9.991786869421928,3,1000,1000,0.7980120479299165,0.5645975348308079,0.8419439766459809,9156.65001162642,2333.2087393467264,10215.727791435316,10,10
SYS_165,9.998466891354278,3,1000,1000,0.548676792440794,0.28032611105769245,0.9201997924268382,8976.39727814865,329.8545063575166,9094.86446042238,10,10
SYS_166,9.973677537232401,3,1000,1000,0.971738118757743,0.8972257775973189,1.0,5784.592036264677,220.45521321891374,10326.296651328355,10,10
SYS_167,9.991638595691104,3,1000,1000,0.23153848988223288,0.0,0.8717599450858393,39.84308661848431,0.0,8900.036976784228,10,10
SYS_168,10.032501114867474,3,1000,1000,0.8770599176935595,0.4507329239740339,0.9525705261671423,7753.998009040755,3120.213337460579,8456.434227806185,10,10
SYS_169,10.014566381049693,3,1000,1000,0.7020831649317988,0.08870083815170171,0.8184191543485319,5490.634880086979,5146.426091422748,7950.804038716204,10,10
SYS_170,10.043307790135248,3,1000,1000,0.5531853519778235,0.4141776833917152,0.5614861883779078,7107.388716389104,420.789376050564,9057.498354532141,10,10
SYS_171,10.029435297224442,3,1000,1000,0.944680074204524,0.09855185836202363,0.9877739502678792,489.06470187404153,0.0,8702.122430439202,10,10
SYS_172,10.01097716697324,3,1000,1000,0.9178033168423597,0.17449578522195464,0.9356070376000987,1456.1002264323918,1105.7858412349135,8627.639642014434,10,10
SYS_173,10.043598363154194,3,1000,1000,0.4719950080229349,0.3556952768803726,0.9895655970661781,5548.556995106808,986.2942815500846,9277.99370396635,10,10
SYS_174,10.010974828968457,3,1000,1000,0.4805576897247742,0.3432388943872784,0.862961865090953,7821.836861375541,48.23789216285331,9290.673476822458,10,10
SYS_175,10.020699704419927,2,1000,1000,0.8056408172441194,0.5098133447779021,1.0,1921.0238983484921,439.27185293880257,5817.893886204049,10,10
SYS_176,9.992585726161632,3,1000,1000,0.9073272939568617,0.13228080358396066,1.0,8123.221442185594,6420.011386230103,15169.884293033,10,10
SYS_177,10.00166364539648,3,1000,1000,0.8586237889323289,0.5814030195770473,0.9483209699343523,6477.999199937498,3752.503609452037,7793.792582816527,10,10
SYS_178,9.982564404417493,3,1000,1000,0.7796702422769968,0.3406298046090948,1.0,9707.246405761247,3924.2150412571864,11160.43449762588,10,10
SYS_179,10.02473959836487,3,1000,1000,0.692058901687271,0.6778431131245154,0.8225087531975791,8029.700276416707,4648.304221303108,14049.364715092419,10,10
SYS_180,9.970542409422128,3,1000,1000,0.6463748071846165,0.40567796973406,0.9466843115311538,4666.18549193808,3936.8498861150556,5018.2315628511715,10,10
SYS_181,10.019558758560441,3,1000,1000,0.9464546077237538,0.619523400458354,0.9490221975290901,7262.782875687313,2478.411014800381,9015.429325403546,10,10
